dataset,arch,class,n_pred_target,n_true_target,low_support,q_source,signal,oracle,exceedance_pred,exceedance_true,coverage,undercoverage,failing
nslkdd,mlp,Normal,1791,1008,False,0.5,-0.05,-0.02916666666666667,0.0,0.020833333333333332,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,320,771,False,0.5,-0.05,0.5738651102464332,0.0,0.6238651102464332,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,216,248,False,0.5,-0.05,0.482258064516129,0.0,0.532258064516129,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,297,True,0.9821760784834623,,0.9028619528619528,,0.9528619528619529,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1758,1008,False,0.5,-0.05,-0.01825396825396826,0.0,0.031746031746031744,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,361,771,False,0.5,-0.05,0.5440337224383917,0.0,0.5940337224383917,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,211,250,False,0.5,-0.05,0.614,0.0,0.664,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,297,True,0.9821760784834623,,0.9129629629629629,,0.9629629629629629,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1768,1008,False,0.5,-0.05,-0.03313492063492064,0.0,0.016865079365079364,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,321,772,False,0.5,-0.05,0.5743523316062176,0.0,0.6243523316062176,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,237,249,False,0.5,-0.05,0.4680722891566265,0.0,0.5180722891566265,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,4,297,True,0.9821760784834623,,0.9028619528619528,,0.9528619528619529,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1813,1008,False,0.5,-0.05,-0.027182539682539687,0.0,0.022817460317460316,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,332,771,False,0.5,-0.05,0.5829442282749675,0.0,0.6329442282749675,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,183,250,False,0.5,-0.05,0.6419999999999999,0.0,0.692,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,297,True,0.9821760784834623,,0.923063973063973,,0.9730639730639731,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1864,1008,False,0.4999694228172302,-0.05,-0.027182539682539687,0.0,0.022817460317460316,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,269,772,False,0.4999694228172302,-0.05,0.666321243523316,0.0,0.716321243523316,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,193,249,False,0.4999694228172302,-0.05,0.4801204819277109,0.0,0.5301204819277109,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,296,True,0.9937466741539538,,0.9128378378378378,,0.9628378378378378,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1881,1008,False,0.4999694228172302,-0.05,-0.027182539682539687,0.0,0.022817460317460316,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,248,771,False,0.4999694228172302,-0.05,0.6944876783398184,0.0,0.7444876783398184,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,198,248,False,0.4999694228172302,-0.05,0.44193548387096776,0.0,0.49193548387096775,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,297,True,0.9937466741539538,,0.8994949494949495,,0.9494949494949495,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1869,1008,False,0.4999694228172302,-0.05,-0.017261904761904763,0.0,0.03273809523809524,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,281,771,False,0.4999694228172302,-0.05,0.6737354085603112,0.0,0.7237354085603113,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,178,250,False,0.4999694228172302,-0.05,0.5619999999999999,0.0,0.612,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,297,True,0.9937466741539538,,0.9163299663299663,,0.9663299663299664,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1870,1008,False,0.4999694228172302,-0.05,-0.03214285714285715,0.0,0.017857142857142856,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,257,772,False,0.4999694228172302,-0.05,0.6844559585492227,0.0,0.7344559585492227,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,199,249,False,0.4999694228172302,-0.05,0.4399598393574297,0.0,0.4899598393574297,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,5,297,True,0.9937466741539538,,0.8994949494949495,,0.9494949494949495,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1899,1008,False,0.4999694228172302,-0.05,-0.02817460317460318,0.0,0.021825396825396824,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,275,771,False,0.4999694228172302,-0.05,0.6905966277561608,0.0,0.7405966277561609,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,155,250,False,0.4999694228172302,-0.05,0.59,0.0,0.64,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,297,True,0.9937466741539538,,0.923063973063973,,0.9730639730639731,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1665,1008,False,0.5,-0.05,-0.02321428571428572,0.0,0.026785714285714284,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,424,772,False,0.5,-0.05,0.47590673575129533,0.0,0.5259067357512953,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,236,249,False,0.5,-0.05,0.4038152610441767,0.0,0.4538152610441767,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,4,296,True,0.9764973390847445,,0.9128378378378378,,0.9628378378378378,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1728,1008,False,0.5,-0.05,-0.02916666666666667,0.0,0.020833333333333332,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,373,771,False,0.5,-0.05,0.5375486381322957,0.0,0.5875486381322957,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,221,248,False,0.5,-0.05,0.3774193548387097,0.0,0.4274193548387097,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,7,297,True,0.9764973390847445,,0.9062289562289562,,0.9562289562289562,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1674,1008,False,0.5,-0.05,-0.017261904761904763,0.0,0.03273809523809524,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,431,771,False,0.5,-0.05,0.47529182879377435,0.0,0.5252918287937743,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,219,250,False,0.5,-0.05,0.466,0.0,0.516,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,8,297,True,0.9764973390847445,,0.9163299663299663,,0.9663299663299664,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1708,1008,False,0.5,-0.05,-0.03214285714285715,0.0,0.017857142857142856,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,381,772,False,0.5,-0.05,0.527720207253886,0.0,0.5777202072538861,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,230,249,False,0.5,-0.05,0.37570281124497995,0.0,0.42570281124497994,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,11,297,True,0.9764973390847445,,0.9062289562289562,,0.9562289562289562,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1731,1008,False,0.5,-0.05,-0.025198412698412703,0.0,0.0248015873015873,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,401,771,False,0.5,-0.05,0.5323605706874189,0.0,0.582360570687419,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,193,250,False,0.5,-0.05,0.5179999999999999,0.0,0.568,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,6,297,True,0.9764973390847445,,0.923063973063973,,0.9730639730639731,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1855,1008,False,0.5,-0.05,-0.027182539682539687,0.0,0.022817460317460316,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,295,772,False,0.5,-0.05,0.6196891191709845,0.0,0.6696891191709845,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,176,249,False,0.5,-0.05,0.4198795180722892,0.0,0.46987951807228917,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,296,True,0.9612504318356514,,0.906081081081081,,0.956081081081081,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1883,1008,False,0.5,-0.05,-0.027182539682539687,0.0,0.022817460317460316,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,265,771,False,0.5,-0.05,0.6568741893644617,0.0,0.7068741893644618,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,179,248,False,0.5,-0.05,0.38548387096774195,0.0,0.43548387096774194,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,297,True,0.9612504318356514,,0.8994949494949495,,0.9494949494949495,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1872,1008,False,0.5,-0.05,-0.021230158730158735,0.0,0.028769841269841268,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,298,771,False,0.5,-0.05,0.632230869001297,0.0,0.682230869001297,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,158,250,False,0.5,-0.05,0.5179999999999999,0.0,0.568,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,297,True,0.9612504318356514,,0.9129629629629629,,0.9629629629629629,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1872,1008,False,0.5,-0.05,-0.03412698412698413,0.0,0.015873015873015872,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,279,772,False,0.5,-0.05,0.6404145077720207,0.0,0.6904145077720207,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,174,249,False,0.5,-0.05,0.37570281124497995,0.0,0.42570281124497994,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,4,297,True,0.9612504318356514,,0.8927609427609428,,0.9427609427609428,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1894,1008,False,0.5,-0.05,-0.027182539682539687,0.0,0.022817460317460316,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,293,771,False,0.5,-0.05,0.6555771725032425,0.0,0.7055771725032426,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,141,250,False,0.5,-0.05,0.5299999999999999,0.0,0.58,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,297,True,0.9612504318356514,,0.9129629629629629,,0.9629629629629629,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1690,1008,False,0.5,-0.05,-0.026190476190476195,0.0,0.023809523809523808,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,438,772,False,0.5,-0.05,0.4266839378238342,0.0,0.47668393782383417,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,197,249,False,0.5,-0.05,0.4520080321285141,0.0,0.5020080321285141,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,296,True,0.9568207859992981,,0.9297297297297297,,0.9797297297297297,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1770,1008,False,0.5,-0.05,-0.02916666666666667,0.0,0.020833333333333332,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,368,771,False,0.5,-0.05,0.5090142671854734,0.0,0.5590142671854734,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,189,248,False,0.5,-0.05,0.42177419354838713,0.0,0.4717741935483871,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,1,297,True,0.9568207859992981,,0.9163299663299663,,0.9663299663299664,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1714,1008,False,0.5,-0.05,-0.01924603174603175,0.0,0.030753968253968252,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,430,771,False,0.5,-0.05,0.453242542153048,0.0,0.503242542153048,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,186,250,False,0.5,-0.05,0.5419999999999999,0.0,0.592,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,297,True,0.9568207859992981,,0.9196969696969697,,0.9696969696969697,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1719,1008,False,0.5,-0.05,-0.03313492063492064,0.0,0.016865079365079364,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,402,772,False,0.5,-0.05,0.47072538860103624,0.0,0.5207253886010362,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,205,249,False,0.5,-0.05,0.4078313253012048,0.0,0.4578313253012048,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,297,True,0.9568207859992981,,0.9095959595959595,,0.9595959595959596,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1764,1008,False,0.5,-0.05,-0.027182539682539687,0.0,0.022817460317460316,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,402,771,False,0.5,-0.05,0.5038261997405966,0.0,0.5538261997405967,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,162,250,False,0.5,-0.05,0.57,0.0,0.62,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,297,True,0.9568207859992981,,0.9297979797979797,,0.9797979797979798,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1700,1008,False,0.5,-0.05,-0.025198412698412703,0.0,0.0248015873015873,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,421,772,False,0.5,-0.05,0.47072538860103624,0.0,0.5207253886010362,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,206,249,False,0.5,-0.05,0.47610441767068273,0.0,0.5261044176706827,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,296,True,0.99022804107517,,0.9128378378378378,,0.9628378378378378,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1755,1008,False,0.5,-0.05,-0.02817460317460318,0.0,0.021825396825396824,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,370,771,False,0.5,-0.05,0.5284695201037614,0.0,0.5784695201037614,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,202,248,False,0.5,-0.05,0.4782258064516129,0.0,0.5282258064516129,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,297,True,0.99022804107517,,0.9028619528619528,,0.9528619528619529,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1704,1008,False,0.5,-0.05,-0.01825396825396826,0.0,0.031746031746031744,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,432,771,False,0.5,-0.05,0.4701037613488976,0.0,0.5201037613488976,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,193,250,False,0.5,-0.05,0.57,0.0,0.62,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,297,True,0.99022804107517,,0.9129629629629629,,0.9629629629629629,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1716,1008,False,0.5,-0.05,-0.03214285714285715,0.0,0.017857142857142856,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,385,772,False,0.5,-0.05,0.5186528497409326,0.0,0.5686528497409327,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,226,249,False,0.5,-0.05,0.44799196787148593,0.0,0.4979919678714859,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,297,True,0.99022804107517,,0.8994949494949495,,0.9494949494949495,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1752,1008,False,0.5,-0.05,-0.025198412698412703,0.0,0.0248015873015873,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,396,771,False,0.5,-0.05,0.5323605706874189,0.0,0.582360570687419,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,179,250,False,0.5,-0.05,0.602,0.0,0.652,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,297,True,0.99022804107517,,0.923063973063973,,0.9730639730639731,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1625,1008,False,0.49994218349456787,-0.042,-0.01428571428571429,0.008,0.03571428571428571,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,508,772,False,0.49994218349456787,-0.05,0.40207253886010363,0.0,0.4520725388601036,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,191,249,False,0.4999731183052063,-0.05,0.4881526104417671,0.0,0.5381526104417671,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,296,True,0.9926827931776643,,0.8891891891891891,,0.9391891891891891,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1685,1008,False,0.49994218349456787,-0.043471810089020776,-0.01825396825396826,0.006528189910979229,0.031746031746031744,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,427,771,False,0.49994218349456787,-0.05,0.4830739299610895,0.0,0.5330739299610895,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,212,248,False,0.4999731183052063,-0.05,0.3895161290322581,0.0,0.43951612903225806,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,5,297,True,0.9926827931776643,,0.8826599326599326,,0.9326599326599326,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1619,1008,False,0.49994218349456787,-0.04444101297096974,-0.010317460317460322,0.005558987029030266,0.03968253968253968,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,512,771,False,0.49994218349456787,-0.05,0.40784695201037613,0.0,0.4578469520103761,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,196,250,False,0.4999731183052063,-0.05,0.5339999999999999,0.0,0.584,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,4,297,True,0.9926827931776643,,0.8893939393939394,,0.9393939393939394,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1665,1008,False,0.49994218349456787,-0.04279279279279279,-0.021230158730158735,0.007207207207207207,0.028769841269841268,0.9268402777777777,0.02315972222222229,0
